"AT4G02990",33
"AT3G01520",13
"AT2G31020",28
"AT2G21790",17
"AT3G44340",10
"AT2G18300",19
"AT1G69840",6
"AT5G54080",13
"AT5G35630",14
"AT5G13400",39
"AT5G40260",37
"AT5G49510",8
"AT1G09030",14
"AT1G51780",22
"AT2G18090",3
"AT4G01995",58
"AT1G68660",72
"AT1G66480",250
"AT1G14810",5
"AT1G07930",8
"AT1G07630",467
"AT5G57655",115
"AT5G63180",19
"AT5G04250",132
"AT1G50260",22
"AT5G41040",26
"AT4G38090",13
"AT3G43720",39
"AT1G21720",9
"AT1G80610",32
"AT1G04620",9
"AT2G33855",7
"AT1G67830",462
"AT4G29430",8
"AT4G09650",7
"AT5G06790",26
"AT2G15020",24
"AT3G04230",8
"AT5G04140",40
"AT1G04940",4
"AT5G03460",246
"AT1G79470",8
"AT5G46910",12
"AT1G43560",7
"AT1G64065",11
"AT1G74100",15
"AT4G28025",72
"AT1G04850",185
"AT5G16470",1
"AT3G58140",7
"AT2G02870",296
"AT4G18210",7
"AT4G18480",4
"AT2G23760",21
"AT4G17900",100
"AT2G27810",19
"AT4G34410",457
"AT2G38780",4
"AT4G33300",12
"AT4G23215",27
"AT4G01850",16
"AT5G19370",64
"AT1G21320",34
